n,beta,Lambda_eV,env_solar,rho_solar_kgm3,lambda_solar_m,lambda_lab_m,beta_eff_sun,beta_eff_earth,alpha_sun_earth,pass_cassini,pass_EotWash_Yukawa,pass_Ephemerides_Yukawa,pass_all,skipped_optional_gates
1.0,3.1622776601683795,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,9910874319289.178,8667379.474934518,2.2863035317584514e-14,6.96473904903326e-11,3.184701497116148e-24,True,False,True,False,False
1.0,3.1622776601683795,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,32881021580784.883,28755514.638047997,2.516520971119861e-13,7.666047675563542e-10,3.8583539482320633e-22,True,False,True,False,False
1.0,3.1622776601683795,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,109088415952548.02,95401340.68091457,2.769919964745586e-12,8.437973993034356e-09,4.674502525061979e-20,True,False,True,False,False
1.0,3.1622776601683795,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,361919487987880.9,316510273.53457063,3.0488347600305965e-11,9.287628791310661e-08,5.66328909944178e-18,True,False,True,False,False
1.0,3.1622776601683795,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,1200729835901059.0,1050076996.1712885,3.355834649476795e-10,1.0222838875349816e-06,6.861231382783461e-16,True,False,True,False,False
1.0,3.1622776601683795,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,3983626708908404.5,3483810132.2094502,3.693747638365336e-09,1.1252219163748112e-05,8.312571592492752e-14,True,False,True,False,False
1.0,3.1622776601683795,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,1.3216363316247412e+16,11558136290.51768,4.065686495625326e-08,0.00012385252047189917,1.0070910398635195e-11,True,False,True,False,False
1.0,3.1622776601683795,1.0,SolarWind_1AU,8.36310962975e-21,4.3847546989335624e+16,38346095062.72318,4.4750774278736025e-07,0.001363237473783139,1.2201186495516715e-09,True,False,True,False,False
1.0,5.623413251903491,1e-10,SolarWind_1AU,8.36310962975e-21,9004.20350914915,0.007874466587820686,3.3558346494767946e-32,1.0222838875349818e-28,6.861231382783461e-60,True,True,True,True,False
1.0,5.623413251903491,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,29872.98601152542,0.026124890445575907,3.6937476383652968e-31,1.1252219163747998e-27,8.312571592492581e-58,True,True,True,True,False
1.0,5.623413251903491,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,99108.74319289178,0.0866737947493452,4.065686495625325e-30,1.2385252047189917e-26,1.0070910398635192e-55,True,True,True,True,False
1.0,5.623413251903491,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,328810.2158078488,0.28755514638047996,4.475077427873602e-29,1.363237473783139e-25,1.2201186495516712e-53,True,True,True,True,False
1.0,5.623413251903491,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,1090884.159525477,0.9540134068091431,4.925691640762787e-28,1.500507541425683e-24,1.4782074907404016e-51,True,True,True,True,False
1.0,5.623413251903491,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,3619194.87987881,3.1651027353457066,5.42168007837337e-27,1.6515999047672442e-23,1.7908892602239846e-49,True,True,True,True,False
1.0,5.623413251903491,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,12007298.359010601,10.500769961712885,5.967611660659769e-26,1.8179063884180037e-22,2.169711872302233e-47,True,True,True,True,False
1.0,5.623413251903491,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,39836267.08908443,34.83810132209441,6.56851537118494e-25,2.000958965613856e-21,2.628665944548986e-45,True,True,True,True,False
1.0,5.623413251903491,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,132163633.16249216,115.58136290517679,7.229926582843818e-24,2.2024438703660252e-20,3.18470149711615e-43,True,True,True,True,False
1.0,5.623413251903491,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,438475469.8940142,383.4609506272318,7.957938048317568e-23,2.4242171306220324e-19,3.8583539482320623e-41,True,True,True,True,False
1.0,5.623413251903491,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,1454717406.7347019,1272.1973245511433,8.759256024969346e-22,2.6683216655254317e-18,4.674502525061975e-39,True,True,True,True,False
1.0,5.623413251903491,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,4826273939.49416,4220.732332582262,9.641262051189575e-21,2.9370061042698353e-17,5.663289099441779e-37,True,True,True,True,False
1.0,5.623413251903491,1e-05,SolarWind_1AU,8.36310962975e-21,16011989704.12015,14003.001798160982,1.0612080943259452e-19,3.2327454999019574e-16,6.861231382783462e-35,True,True,True,True,False
1.0,5.623413251903491,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,53122515940.67657,46457.35476889034,1.168065563910235e-18,3.5582641288839e-15,8.312571592492668e-33,True,True,True,True,False
1.0,5.623413251903491,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,176243037374.75473,154130.22459270028,1.285682957836423e-17,3.9165605864383363e-14,1.0070910398635191e-30,True,False,True,False,False
1.0,5.623413251903491,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,584716436581.5521,511353.3960591359,1.4151437377688458e-16,4.3109354088487967e-13,1.2201186495516708e-28,True,False,True,False,False
1.0,5.623413251903491,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,1939896839621.7769,1696502.39822979,1.5576404636462373e-15,4.745021477164642e-12,1.4782074907404174e-26,True,False,True,False,False
1.0,5.623413251903491,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,6435939735806.777,5628437.024923143,1.7144857792420046e-14,5.2228174823816775e-11,1.7908892602239832e-24,True,False,True,False,False
1.0,5.623413251903491,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,21352331442022.703,18673303.012469236,1.8871245039064716e-13,5.748724760371636e-10,2.169711872302235e-22,True,False,True,False,False
1.0,5.623413251903491,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,70840013537330.03,61951878.26593027,2.077146941877075e-12,6.327587835874325e-09,2.6286659445489864e-20,True,False,True,False,False
1.0,5.623413251903491,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,235023867608797.1,205535957.83851242,2.2863035317584516e-11,6.964739049033263e-08,3.1847014971161496e-18,True,False,True,False,False
1.0,5.623413251903491,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,779731899919665.8,681900713.0543584,2.51652097111986e-10,7.666047675563544e-07,3.858353948232063e-16,True,False,True,False,False
1.0,5.623413251903491,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,2586894011821502.5,2262322307.7559094,2.7699199647455994e-09,8.437973993034401e-06,4.6745025250620266e-14,True,False,True,False,False
1.0,5.623413251903491,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,8582463573808342.0,7505641402.31659,3.0488347600305964e-08,9.287628791310664e-05,5.663289099441782e-12,True,False,True,False,False
1.0,5.623413251903491,1.0,SolarWind_1AU,8.36310962975e-21,2.8473791604535116e+16,24901249776.407677,3.355834649476795e-07,0.0010222838875349816,6.86123138278346e-10,True,False,True,False,False
1.0,10.0,1e-10,SolarWind_1AU,8.36310962975e-21,5847.164365815523,0.005113533960591359,2.516520971119861e-32,7.666047675563543e-29,3.858353948232064e-60,True,True,True,True,False
1.0,10.0,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,19398.96839621772,0.016965023982297857,2.769919964745571e-31,8.437973993034312e-28,4.6745025250619296e-58,True,True,True,True,False
1.0,10.0,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,64359.3973580678,0.05628437024923144,3.0488347600305967e-30,9.287628791310663e-27,5.663289099441781e-56,True,True,True,True,False
1.0,10.0,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,213523.31442022705,0.18673303012469228,3.355834649476796e-29,1.0222838875349816e-25,6.861231382783462e-54,True,True,True,True,False
1.0,10.0,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,708400.1353732984,0.6195187826593012,3.6937476383652985e-28,1.1252219163747999e-24,8.312571592492585e-52,True,True,True,True,False
1.0,10.0,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,2350238.6760879713,2.0553595783851244,4.065686495625326e-27,1.238525204718992e-23,1.0070910398635195e-49,True,True,True,True,False
1.0,10.0,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,7797318.999196671,6.819007130543581,4.475077427873602e-26,1.3632374737831388e-22,1.2201186495516712e-47,True,True,True,True,False
1.0,10.0,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,25868940.11821538,22.62322307755904,4.925691640762814e-25,1.500507541425691e-21,1.4782074907404175e-45,True,True,True,True,False
1.0,10.0,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,85824635.73809901,75.05641402316589,5.42168007837337e-24,1.651599904767244e-20,1.7908892602239844e-43,True,True,True,True,False
1.0,10.0,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,284737916.04592085,249.0124977640768,5.96761166065977e-23,1.8179063884180033e-19,2.1697118723022332e-41,True,True,True,True,False
1.0,10.0,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,944666763.0676959,826.1415743039123,6.568515371184939e-22,2.000958965613855e-18,2.6286659445489844e-39,True,True,True,True,False
1.0,10.0,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,3134093645.2624664,2740.8660485787364,7.229926582843818e-21,2.2024438703660243e-17,3.1847014971161487e-37,True,True,True,True,False
1.0,10.0,1e-05,SolarWind_1AU,8.36310962975e-21,10397891998.84304,9093.292154654398,7.957938048317571e-20,2.424217130622033e-16,3.8583539482320647e-35,True,True,True,True,False
1.0,10.0,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,34496786074.98984,30168.552838536885,8.75925602496935e-19,2.668321665525432e-15,4.674502525061978e-33,True,True,True,True,False
1.0,10.0,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,114448991164.36539,100089.33672121557,9.641262051189577e-18,2.937006104269835e-14,5.66328909944178e-31,True,False,True,False,False
1.0,10.0,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,379704113596.7567,332063.5026449182,1.0612080943259455e-16,3.232745499901956e-13,6.861231382783461e-29,True,False,True,False,False
1.0,10.0,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,1259733374803.1252,1101677.4953354164,1.1680655639102353e-15,3.5582641288839007e-12,8.312571592492672e-27,True,False,True,False,False
1.0,10.0,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,4179381046364.3765,3655003.6184685477,1.2856829578364232e-14,3.916560586438336e-11,1.0070910398635192e-24,True,False,True,False,False
1.0,10.0,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,13865811829776.738,12126099.977154255,1.4151437377688467e-13,4.310935408848798e-10,1.2201186495516718e-22,True,False,True,False,False
1.0,10.0,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,46002203571752.27,40230411.78754062,1.557640463646238e-12,4.745021477164642e-09,1.4782074907404178e-20,True,False,True,False,False
1.0,10.0,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,152620182607152.16,133471275.64875257,1.7144857792420057e-11,5.222817482381678e-08,1.7908892602239845e-18,True,False,True,False,False
1.0,10.0,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,506343573361851.5,442813797.61622113,1.8871245039064718e-10,5.748724760371635e-07,2.1697118723022344e-16,True,False,True,False,False
1.0,10.0,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,1679881454111368.2,1469110551.3617923,2.077146941877085e-09,6.327587835874356e-06,2.628665944549012e-14,True,False,True,False,False
1.0,10.0,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,5573294198502725.0,4874025659.86231,2.2863035317584524e-08,6.964739049033263e-05,3.184701497116151e-12,True,False,True,False,False
1.0,10.0,1.0,SolarWind_1AU,8.36310962975e-21,1.8490357249301704e+16,16170414208.090385,2.5165209711198606e-07,0.0007666047675563544,3.8583539482320637e-10,True,False,True,False,False
1.0,17.78279410038923,1e-10,SolarWind_1AU,8.36310962975e-21,3797.0411359675672,0.003320635026449182,1.8871245039064718e-32,5.748724760371633e-29,2.1697118723022336e-60,True,True,True,True,False
1.0,17.78279410038923,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,12597.333748031222,0.011016774953354137,2.0771469418770643e-31,6.327587835874291e-28,2.628665944548959e-58,True,True,True,True,False
1.0,17.78279410038923,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,41793.81046364377,0.03655003618468548,2.2863035317584517e-30,6.964739049033262e-27,3.1847014971161496e-56,True,True,True,True,False
1.0,17.78279410038923,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,138658.1182977674,0.12126099977154249,2.5165209711198602e-29,7.666047675563543e-26,3.858353948232063e-54,True,True,True,True,False
1.0,17.78279410038923,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,460022.0357175215,0.4023041178754052,2.769919964745571e-28,8.437973993034314e-25,4.674502525061931e-52,True,True,True,True,False
1.0,17.78279410038923,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,1526201.8260715217,1.3347127564875259,3.0488347600305963e-27,9.287628791310662e-24,5.66328909944178e-50,True,True,True,True,False
1.0,17.78279410038923,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,5063435.733618525,4.42813797616221,3.3558346494767946e-26,1.0222838875349815e-22,6.861231382783459e-48,True,True,True,True,False
1.0,17.78279410038923,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,16798814.54111401,14.691105513617886,3.693747638365317e-25,1.1252219163748057e-21,8.312571592492669e-46,True,True,True,True,False
1.0,17.78279410038923,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,55732941.98504075,48.74025659862309,4.0656864956253255e-24,1.2385252047189917e-20,1.0070910398635193e-43,True,True,True,True,False
1.0,17.78279410038923,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,184903572.4935104,161.70414208090386,4.475077427873602e-23,1.363237473783139e-19,1.2201186495516713e-41,True,True,True,True,False
1.0,17.78279410038923,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,613449243.8967185,536.4811634344144,4.925691640762813e-22,1.5005075414256906e-18,1.478207490740417e-39,True,True,True,True,False
1.0,17.78279410038923,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,2035222844.8731759,1779.8680665579031,5.421680078373368e-21,1.6515999047672436e-17,1.7908892602239834e-37,True,True,True,True,False
1.0,17.78279410038923,1e-05,SolarWind_1AU,8.36310962975e-21,6752200071.161928,5905.016895788635,5.967611660659773e-20,1.817906388418004e-16,2.1697118723022352e-35,True,True,True,True,False
1.0,17.78279410038923,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,22401579225.512432,19590.904064582224,6.56851537118494e-19,2.0009589656138555e-15,2.6286659445489853e-33,True,True,True,True,False
1.0,17.78279410038923,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,74321072614.56702,64996.17678340377,7.229926582843819e-18,2.2024438703660248e-14,3.1847014971161496e-31,True,False,True,False,False
1.0,17.78279410038923,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,246572876803.66092,215635.93913446853,7.957938048317567e-17,2.4242171306220314e-13,3.85835394823206e-29,True,False,True,False,False
1.0,17.78279410038923,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,818047714280.6605,715409.1293917068,8.75925602496935e-16,2.6683216655254323e-12,4.674502525061979e-27,True,False,True,False,False
1.0,17.78279410038923,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,2714013282866.7925,2373492.2131780614,9.641262051189576e-15,2.937006104269835e-11,5.663289099441779e-25,True,False,True,False,False
1.0,17.78279410038923,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,9004203509149.15,7874466.587820688,1.0612080943259454e-13,3.2327454999019565e-10,6.861231382783462e-23,True,False,True,False,False
1.0,17.78279410038923,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,29872986011525.504,26124890.445575982,1.1680655639102353e-12,3.5582641288839006e-09,8.312571592492671e-21,True,False,True,False,False
1.0,17.78279410038923,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,99108743192891.77,86673794.74934518,1.2856829578364232e-11,3.916560586438336e-08,1.0070910398635193e-18,True,False,True,False,False
1.0,17.78279410038923,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,328810215807847.94,287555146.38047993,1.4151437377688467e-10,4.3109354088487976e-07,1.2201186495516718e-16,True,False,True,False,False
1.0,17.78279410038923,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,1090884159525450.8,954013406.809148,1.5576404636462454e-09,4.745021477164666e-06,1.4782074907404324e-14,True,False,True,False,False
1.0,17.78279410038923,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,3619194879877640.0,3165102735.3457074,1.7144857792420058e-08,5.2228174823816795e-05,1.790889260223985e-12,True,False,True,False,False
1.0,17.78279410038923,1.0,SolarWind_1AU,8.36310962975e-21,1.200729835896788e+16,10500769961.712883,1.8871245039064717e-07,0.0005748724760371634,2.169711872302234e-10,True,False,True,False,False
1.0,31.622776601683793,1e-10,SolarWind_1AU,8.36310962975e-21,2465.7287680366094,0.0021563593913446863,1.4151437377688463e-32,4.3109354088487983e-29,1.2201186495516716e-60,True,True,True,True,False
1.0,31.622776601683793,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,8180.477142806583,0.007154091293917049,1.5576404636462292e-31,4.745021477164617e-28,1.4782074907404018e-58,True,True,True,True,False
1.0,31.622776601683793,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,27140.132828667927,0.023734922131780616,1.7144857792420055e-30,5.222817482381678e-27,1.790889260223984e-56,True,True,True,True,False
1.0,31.622776601683793,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,90042.03509149152,0.07874466587820686,1.887124503906471e-29,5.748724760371634e-26,2.1697118723022335e-54,True,True,True,True,False
1.0,31.622776601683793,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,298729.8601152543,0.2612489044557591,2.0771469418770643e-28,6.327587835874293e-25,2.62866594454896e-52,True,True,True,True,False
1.0,31.622776601683793,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,991087.431928918,0.866737947493452,2.286303531758452e-27,6.964739049033264e-24,3.1847014971161507e-50,True,True,True,True,False
1.0,31.622776601683793,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,3288102.1580784884,2.875551463804799,2.5165209711198598e-26,7.666047675563543e-23,3.858353948232062e-48,True,True,True,True,False
1.0,31.622776601683793,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,10908841.5952548,9.540134068091454,2.769919964745585e-25,8.437973993034356e-22,4.674502525061978e-46,True,True,True,True,False
1.0,31.622776601683793,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,36191948.7987881,31.651027353457064,3.0488347600305963e-24,9.287628791310664e-21,5.663289099441781e-44,True,True,True,True,False
1.0,31.622776601683793,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,120072983.59010603,105.00769961712885,3.355834649476794e-23,1.0222838875349816e-19,6.861231382783459e-42,True,True,True,True,False
1.0,31.622776601683793,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,398362670.8908442,348.38101322094406,3.6937476383653154e-22,1.1252219163748055e-18,8.312571592492664e-40,True,True,True,True,False
1.0,31.622776601683793,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,1321636331.6249216,1155.813629051768,4.065686495625324e-21,1.2385252047189915e-17,1.0070910398635187e-37,True,True,True,True,False
1.0,31.622776601683793,1e-05,SolarWind_1AU,8.36310962975e-21,4384754698.940142,3834.609506272319,4.475077427873603e-20,1.3632374737831395e-16,1.220118649551672e-35,True,True,True,True,False
1.0,31.622776601683793,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,14547174067.347021,12721.973245511437,4.925691640762813e-19,1.5005075414256908e-15,1.4782074907404172e-33,True,True,True,True,False
1.0,31.622776601683793,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,48262739394.94159,42207.32332582262,5.421680078373369e-18,1.651599904767244e-14,1.7908892602239837e-31,True,False,True,False,False
1.0,31.622776601683793,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,160119897041.2015,140030.0179816098,5.96761166065977e-17,1.8179063884180036e-13,2.1697118723022333e-29,True,False,True,False,False
1.0,31.622776601683793,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,531225159406.7656,464573.5476889034,6.56851537118494e-16,2.0009589656138554e-12,2.6286659445489854e-27,True,False,True,False,False
1.0,31.622776601683793,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,1762430373747.5469,1541302.2459270025,7.229926582843817e-15,2.2024438703660247e-11,3.1847014971161487e-25,True,False,True,False,False
1.0,31.622776601683793,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,5847164365815.523,5113533.96059136,7.95793804831757e-14,2.4242171306220323e-10,3.8583539482320634e-23,True,False,True,False,False
1.0,31.622776601683793,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,19398968396217.766,16965023.9822979,8.759256024969349e-13,2.6683216655254326e-09,4.674502525061979e-21,True,False,True,False,False
1.0,31.622776601683793,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,64359397358067.766,56284370.24923144,9.641262051189578e-12,2.9370061042698356e-08,5.663289099441781e-19,True,False,True,False,False
1.0,31.622776601683793,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,213523314420226.28,186733030.1246923,1.0612080943259453e-10,3.2327454999019575e-07,6.861231382783463e-17,True,False,True,False,False
1.0,31.622776601683793,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,708400135373274.2,619518782.6593045,1.168065563910241e-09,3.5582641288839185e-06,8.312571592492752e-15,True,False,True,False,False
1.0,31.622776601683793,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,2350238676086959.0,2055359578.3851247,1.2856829578364233e-08,3.916560586438337e-05,1.0070910398635197e-12,True,False,True,False,False
1.0,31.622776601683793,1.0,SolarWind_1AU,8.36310962975e-21,7797318999159673.0,6819007130.543581,1.4151437377688465e-07,0.00043109354088487976,1.2201186495516716e-10,True,False,True,False,False
1.0,56.23413251903491,1e-10,SolarWind_1AU,8.36310962975e-21,1601.1989704120151,0.001400300179816098,1.0612080943259455e-32,3.232745499901957e-29,6.861231382783464e-61,True,True,True,True,False
1.0,56.23413251903491,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,5312.251594067643,0.004645735476889021,1.1680655639102293e-31,3.558264128883883e-28,8.312571592492586e-59,True,True,True,True,False
1.0,56.23413251903491,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,17624.30373747547,0.015413022459270027,1.2856829578364233e-30,3.916560586438336e-27,1.0070910398635193e-56,True,True,True,True,False
1.0,56.23413251903491,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,58471.64365815524,0.0511353396059136,1.4151437377688467e-29,4.3109354088487985e-26,1.2201186495516721e-54,True,True,True,True,False
1.0,56.23413251903491,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,193989.68396217717,0.16965023982297858,1.55764046364623e-28,4.745021477164617e-25,1.4782074907404027e-52,True,True,True,True,False
1.0,56.23413251903491,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,643593.9735806781,0.5628437024923145,1.714485779242006e-27,5.22281748238168e-24,1.7908892602239855e-50,True,True,True,True,False
1.0,56.23413251903491,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,2135233.1442022696,1.867330301246923,1.8871245039064715e-26,5.748724760371633e-23,2.1697118723022333e-48,True,True,True,True,False
1.0,56.23413251903491,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,7084001.353733003,6.195187826593027,2.077146941877075e-25,6.327587835874326e-22,2.628665944548987e-46,True,True,True,True,False
1.0,56.23413251903491,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,23502386.760879718,20.553595783851243,2.2863035317584522e-24,6.964739049033264e-21,3.1847014971161507e-44,True,True,True,True,False
1.0,56.23413251903491,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,77973189.99196671,68.19007130543582,2.5165209711198606e-23,7.666047675563543e-20,3.858353948232063e-42,True,True,True,True,False
1.0,56.23413251903491,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,258689401.1821538,226.23223077559035,2.769919964745585e-22,8.437973993034356e-19,4.674502525061977e-40,True,True,True,True,False
1.0,56.23413251903491,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,858246357.3809901,750.5641402316589,3.048834760030596e-21,9.287628791310662e-18,5.663289099441779e-38,True,True,True,True,False
1.0,56.23413251903491,1e-05,SolarWind_1AU,8.36310962975e-21,2847379160.4592094,2490.124977640769,3.355834649476796e-20,1.022283887534982e-16,6.861231382783466e-36,True,True,True,True,False
1.0,56.23413251903491,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,9446667630.67696,8261.415743039124,3.693747638365317e-19,1.1252219163748057e-15,8.31257159249267e-34,True,True,True,True,False
1.0,56.23413251903491,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,31340936452.62467,27408.660485787368,4.065686495625326e-18,1.2385252047189919e-14,1.0070910398635195e-31,True,False,True,False,False
1.0,56.23413251903491,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,103978919988.4304,90932.92154654398,4.475077427873602e-17,1.3632374737831392e-13,1.2201186495516715e-29,True,False,True,False,False
1.0,56.23413251903491,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,344967860749.8985,301685.5283853689,4.925691640762814e-16,1.5005075414256912e-12,1.478207490740418e-27,True,False,True,False,False
1.0,56.23413251903491,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,1144489911643.6543,1000893.3672121556,5.4216800783733705e-15,1.651599904767244e-11,1.7908892602239845e-25,True,False,True,False,False
1.0,56.23413251903491,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,3797041135967.568,3320635.026449183,5.967611660659773e-14,1.8179063884180043e-10,2.1697118723022356e-23,True,False,True,False,False
1.0,56.23413251903491,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,12597333748031.256,11016774.953354167,6.568515371184942e-13,2.000958965613856e-09,2.628665944548987e-21,True,False,True,False,False
1.0,56.23413251903491,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,41793810463643.76,36550036.18468548,7.22992658284382e-12,2.202443870366025e-08,3.1847014971161504e-19,True,False,True,False,False
1.0,56.23413251903491,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,138658118297766.75,121260999.77154252,7.957938048317574e-11,2.4242171306220334e-07,3.858353948232067e-17,True,False,True,False,False
1.0,56.23413251903491,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,460022035717499.9,402304117.8754073,8.759256024969397e-10,2.668321665525447e-06,4.67450252506203e-15,True,False,True,False,False
1.0,56.23413251903491,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,1526201826070644.5,1334712756.4875262,9.641262051189578e-09,2.9370061042698367e-05,5.663289099441784e-13,True,False,True,False,False
1.0,56.23413251903491,1.0,SolarWind_1AU,8.36310962975e-21,5063435733586486.0,4428137976.162209,1.0612080943259455e-07,0.0003232745499901957,6.861231382783463e-11,True,False,True,False,False
1.0,100.0,1e-10,SolarWind_1AU,8.36310962975e-21,1039.7891998843038,0.0009093292154654397,7.95793804831757e-33,2.4242171306220325e-29,3.858353948232063e-61,True,True,True,True,False
1.0,100.0,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,3449.6786074989755,0.003016855283853681,8.759256024969304e-32,2.6683216655254184e-28,4.67450252506193e-59,True,True,True,True,False
